plataforma,fecha,campaña,impresiones,clics,costo
Meta Ads,2022-03-02,CAMPAIGN124237,126432,1436,63.102
Meta Ads,2022-03-03,CAMPAIGN124237,124587,1582,66.76
Meta Ads,2022-03-04,CAMPAIGN124237,102160,996,42.388
Meta Ads,2022-03-05,CAMPAIGN124237,69702,655,31.008
Meta Ads,2022-03-06,CAMPAIGN124237,52510,463,16.444
Meta Ads,2022-03-07,CAMPAIGN124237,47521,414,15.902
Meta Ads,2022-03-08,CAMPAIGN124237,25075,256,8.406
Meta Ads,2022-03-09,CAMPAIGN124237,21954,248,9.674
Meta Ads,2022-03-10,CAMPAIGN124237,11470,144,6.092
Meta Ads,2022-03-11,CAMPAIGN124237,10690,147,5.942
Meta Ads,2022-03-12,CAMPAIGN124237,8766,113,4.132
Meta Ads,2022-03-13,CAMPAIGN124237,5032,52,1.728
Meta Ads,2022-03-14,CAMPAIGN124237,4886,37,1.334
Meta Ads,2022-03-15,CAMPAIGN124237,1767,18,0.724
Meta Ads,2022-03-16,CAMPAIGN124341,168535,1362,48.764
Meta Ads,2022-03-17,CAMPAIGN124341,150102,1524,60.326
Meta Ads,2022-03-18,CAMPAIGN124341,139265,822,40.844
Meta Ads,2022-03-19,CAMPAIGN124341,103820,714,33.63
Meta Ads,2022-03-20,CAMPAIGN124341,94632,567,29.848
Meta Ads,2022-03-21,CAMPAIGN124341,81394,605,20.784
Meta Ads,2022-03-22,CAMPAIGN124341,69366,520,17.698
Meta Ads,2022-03-23,CAMPAIGN124341,60635,547,19.204
Meta Ads,2022-03-24,CAMPAIGN124341,56455,352,13.002
Meta Ads,2022-03-25,CAMPAIGN124341,50958,717,22.566
Meta Ads,2022-03-26,CAMPAIGN124341,50391,688,24.854
Meta Ads,2022-03-27,CAMPAIGN124341,34865,171,9.032
Meta Ads,2022-03-28,CAMPAIGN124341,24112,208,7.11
Meta Ads,2022-03-29,CAMPAIGN124341,23789,133,6.898
Meta Ads,2022-03-30,CAMPAIGN124341,21849,479,17.64
Meta Ads,2022-03-31,CAMPAIGN124341,21173,96,4.528
Meta Ads,2022-04-01,CAMPAIGN124341,18961,291,10.038
Meta Ads,2022-04-02,CAMPAIGN124341,7785,62,2.06
Meta Ads,2022-04-03,CAMPAIGN124341,3392,35,1.678
Meta Ads,2022-04-04,CAMPAIGN124341,1196,5,0.292
Meta Ads,2022-04-05,CAMPAIGN124349,158510,6182,50.562
Meta Ads,2022-04-06,CAMPAIGN124349,140310,3199,26.986
Meta Ads,2022-04-07,CAMPAIGN124349,122169,2688,24.4
Meta Ads,2022-04-08,CAMPAIGN124349,107267,3585,23.978
Meta Ads,2022-04-09,CAMPAIGN124349,76142,2762,18.358
Meta Ads,2022-04-10,CAMPAIGN124349,38173,764,6.998
Meta Ads,2022-04-11,CAMPAIGN124349,34666,1030,9.014
Meta Ads,2022-04-12,CAMPAIGN124349,27014,585,6.212
Meta Ads,2022-04-13,CAMPAIGN124349,19666,367,3.968
Meta Ads,2022-04-14,CAMPAIGN124349,12813,416,4.202
Meta Ads,2022-04-15,CAMPAIGN124349,7589,265,2.51
Meta Ads,2022-04-16,CAMPAIGN124349,5913,114,1.232
Meta Ads,2022-04-17,CAMPAIGN124349,1852,40,0.442
Meta Ads,2022-04-18,CAMPAIGN124349,1650,40,0.48
Meta Ads,2022-04-19,CAMPAIGN124349,1378,27,0.266
Meta Ads,2022-04-20,CAMPAIGN124349,756,11,0.104
Meta Ads,2022-04-21,CAMPAIGN124349,443,20,0.136
Meta Ads,2022-04-22,CAMPAIGN124349,289,5,0.104
Meta Ads,2022-04-23,CAMPAIGN124349,262,12,0.126
Meta Ads,2022-04-24,CAMPAIGN124349,208,2,0.022
Meta Ads,2022-04-25,CAMPAIGN124349,200,1,0.008
Meta Ads,2022-04-26,CAMPAIGN124349,195,1,0.026
Meta Ads,2022-04-27,CAMPAIGN124349,171,1,0.024
Meta Ads,2022-04-28,CAMPAIGN124349,155,0,0.016
Meta Ads,2022-04-29,CAMPAIGN124349,144,0,0.014
Meta Ads,2022-04-30,CAMPAIGN124349,126,1,0.012
Meta Ads,2022-05-01,CAMPAIGN123986,555767,6853,69.4640002
Meta Ads,2022-05-02,CAMPAIGN123986,474781,5303,56.0879996
Meta Ads,2022-05-03,CAMPAIGN123986,28383,467,5.684
Meta Ads,2022-05-04,CAMPAIGN123986,27288,432,4.444
Meta Ads,2022-05-05,CAMPAIGN123907,666640,9341,68.2659998
Meta Ads,2022-05-06,CAMPAIGN123907,246016,3520,27.958
Meta Ads,2022-05-07,CAMPAIGN123907,20469,433,3.526
Meta Ads,2022-05-08,CAMPAIGN123907,10247,239,2.172
Meta Ads,2022-05-09,CAMPAIGN123964,574919,5120,45.53
Meta Ads,2022-05-10,CAMPAIGN123964,497406,4290,38.622
Meta Ads,2022-05-11,CAMPAIGN123964,29294,371,3.81
Meta Ads,2022-05-12,CAMPAIGN123964,15747,147,1.802
Meta Ads,2022-05-13,CAMPAIGN124297,213046,1965,26.898
Meta Ads,2022-05-14,CAMPAIGN124297,206380,1749,21.89
Meta Ads,2022-05-15,CAMPAIGN124297,7737,143,1.594
Meta Ads,2022-05-16,CAMPAIGN124297,5209,72,1.074
Meta Ads,2022-05-17,CAMPAIGN124236,270164,2716,26.3279996
Meta Ads,2022-05-18,CAMPAIGN124236,215320,2048,20.602
Meta Ads,2022-05-19,CAMPAIGN124236,15411,257,2.71
Meta Ads,2022-05-20,CAMPAIGN124236,11551,128,1.492
Meta Ads,2022-05-21,CAMPAIGN124286,218999,1269,30.2760004
Meta Ads,2022-05-22,CAMPAIGN124286,96547,551,14.446
Meta Ads,2022-05-23,CAMPAIGN124286,3572,23,0.812
Meta Ads,2022-05-24,CAMPAIGN124286,2161,17,0.62
Meta Ads,2022-05-25,CAMPAIGN124483,58744,1190,28.106
Meta Ads,2022-05-26,CAMPAIGN124483,45784,1265,21.428
Meta Ads,2022-05-27,CAMPAIGN124483,37827,763,19.668
Meta Ads,2022-05-28,CAMPAIGN124483,37571,1172,18.084
Meta Ads,2022-05-29,CAMPAIGN124483,33391,1063,26.73
Meta Ads,2022-05-30,CAMPAIGN124483,30161,274,8.416
Meta Ads,2022-05-31,CAMPAIGN124483,28592,314,8.992
Meta Ads,2022-06-01,CAMPAIGN124483,20329,292,7.228
Meta Ads,2022-06-02,CAMPAIGN124483,17155,148,4.732
Meta Ads,2022-06-03,CAMPAIGN124483,11055,119,3.008
Meta Ads,2022-06-04,CAMPAIGN124483,2599,21,0.848
Meta Ads,2022-06-05,CAMPAIGN124483,2218,29,0.876
Meta Ads,2022-06-06,CAMPAIGN124483,1481,21,0.588
Meta Ads,2022-06-07,CAMPAIGN124483,1474,38,0.778
Meta Ads,2022-06-08,CAMPAIGN124483,353,3,0.06
Meta Ads,2022-06-09,CAMPAIGN124483,216,1,0.058
Meta Ads,2022-06-10,CAMPAIGN124056,470653,12750,80.236
Meta Ads,2022-06-11,CAMPAIGN124056,381891,12506,98.762
Meta Ads,2022-06-12,CAMPAIGN124056,281711,7547,45.55
Meta Ads,2022-06-13,CAMPAIGN124056,85159,1259,12.462
Meta Ads,2022-06-14,CAMPAIGN124056,59888,938,7.234
Meta Ads,2022-06-15,CAMPAIGN124056,51195,1106,10.87
Meta Ads,2022-06-16,CAMPAIGN124056,50384,830,9.206
Meta Ads,2022-06-17,CAMPAIGN124056,41269,1022,10.008
Meta Ads,2022-06-18,CAMPAIGN124056,38892,566,4.55
Meta Ads,2022-06-19,CAMPAIGN124056,32464,451,3.738
Meta Ads,2022-06-20,CAMPAIGN124056,30860,514,4.3
Meta Ads,2022-06-21,CAMPAIGN124056,21675,369,3.666
Meta Ads,2022-06-22,CAMPAIGN124056,10738,177,1.858
Meta Ads,2022-06-23,CAMPAIGN124056,3349,44,0.478
Meta Ads,2022-06-24,CAMPAIGN124056,2887,60,0.6
Meta Ads,2022-06-25,CAMPAIGN124056,390,4,0.058
Meta Ads,2022-06-26,CAMPAIGN124056,286,2,0.024
Meta Ads,2022-06-27,CAMPAIGN124134,378193,12349,94.21
Meta Ads,2022-06-28,CAMPAIGN124134,242158,9477,53.89
Meta Ads,2022-06-29,CAMPAIGN124134,223513,6876,58.034
Meta Ads,2022-06-30,CAMPAIGN124134,93962,1908,15.2959998
Meta Ads,2022-07-01,CAMPAIGN124134,85880,4529,34.43
Meta Ads,2022-07-02,CAMPAIGN124134,77203,4136,30.964
Meta Ads,2022-07-03,CAMPAIGN124134,67162,2410,19.662
Meta Ads,2022-07-04,CAMPAIGN124134,66245,4959,25.284
Meta Ads,2022-07-05,CAMPAIGN124134,63466,2878,16.392
Meta Ads,2022-07-06,CAMPAIGN124134,55203,5243,25.578
Meta Ads,2022-07-07,CAMPAIGN124134,53616,875,7.636
Meta Ads,2022-07-08,CAMPAIGN124134,52765,3277,18.242
Meta Ads,2022-07-09,CAMPAIGN124134,37980,3372,15.684
Meta Ads,2022-07-10,CAMPAIGN124134,35453,997,10.256
Meta Ads,2022-07-11,CAMPAIGN124134,33454,856,6.158
Meta Ads,2022-07-12,CAMPAIGN124134,27658,1439,12.008
Meta Ads,2022-07-13,CAMPAIGN124134,19959,285,1.956
Meta Ads,2022-07-14,CAMPAIGN124134,16338,231,1.726
Meta Ads,2022-07-15,CAMPAIGN124134,12980,301,2.958
Meta Ads,2022-07-16,CAMPAIGN124134,10645,389,3.494
Meta Ads,2022-07-17,CAMPAIGN124134,7717,197,1.884
Meta Ads,2022-07-18,CAMPAIGN124134,6334,170,1.936
Meta Ads,2022-07-19,CAMPAIGN124134,4252,161,1.41
Meta Ads,2022-07-20,CAMPAIGN124134,4249,173,1.538
Meta Ads,2022-07-21,CAMPAIGN124134,3544,98,0.948
Meta Ads,2022-07-22,CAMPAIGN124134,3518,115,1.146
Meta Ads,2022-07-23,CAMPAIGN124134,3471,128,1.362
Meta Ads,2022-07-24,CAMPAIGN124134,3312,98,0.916
Meta Ads,2022-07-25,CAMPAIGN124134,2360,124,1.16
Meta Ads,2022-07-26,CAMPAIGN124134,2250,73,0.8
Meta Ads,2022-07-27,CAMPAIGN124134,1890,106,0.952
Meta Ads,2022-07-28,CAMPAIGN124134,1461,52,0.716
Meta Ads,2022-07-29,CAMPAIGN124134,775,30,0.234
Meta Ads,2022-07-30,CAMPAIGN124134,665,26,0.208
Meta Ads,2022-07-31,CAMPAIGN124134,559,13,0.182
Meta Ads,2022-08-01,CAMPAIGN124134,252,6,0.068
Meta Ads,2022-08-02,CAMPAIGN124134,124,3,0.036
Meta Ads,2022-08-03,CAMPAIGN124134,115,2,0.046
Meta Ads,2022-08-04,CAMPAIGN124159,346872,14450,114.84
Meta Ads,2022-08-05,CAMPAIGN124159,247788,10202,64.892
Meta Ads,2022-08-06,CAMPAIGN124159,184248,5902,52.2320002
Meta Ads,2022-08-07,CAMPAIGN124159,174983,7833,59.628
Meta Ads,2022-08-08,CAMPAIGN124159,112675,5123,32.51
Meta Ads,2022-08-09,CAMPAIGN124159,81179,1263,8.564
Meta Ads,2022-08-10,CAMPAIGN124159,70690,3953,20.152
Meta Ads,2022-08-11,CAMPAIGN124159,67165,3173,16.722
Meta Ads,2022-08-12,CAMPAIGN124159,57722,1450,9.364
Meta Ads,2022-08-13,CAMPAIGN124159,51319,2785,14.516
Meta Ads,2022-08-14,CAMPAIGN124159,50973,3657,19.338
Meta Ads,2022-08-15,CAMPAIGN124159,47169,658,3.558
Meta Ads,2022-08-16,CAMPAIGN124159,39528,557,3.956
Meta Ads,2022-08-17,CAMPAIGN124159,38923,573,4.41
Meta Ads,2022-08-18,CAMPAIGN124159,26401,799,6.472
Meta Ads,2022-08-19,CAMPAIGN124159,20576,689,7.088
Meta Ads,2022-08-20,CAMPAIGN124159,18101,493,3.474
Meta Ads,2022-08-21,CAMPAIGN124159,15633,673,5.408
Meta Ads,2022-08-22,CAMPAIGN124159,14964,221,1.358
Meta Ads,2022-08-23,CAMPAIGN124159,13046,480,3.384
Meta Ads,2022-08-24,CAMPAIGN124159,12867,392,3.358
Meta Ads,2022-08-25,CAMPAIGN124159,11170,427,3.672
Meta Ads,2022-08-26,CAMPAIGN124159,11033,353,3.63
Meta Ads,2022-08-27,CAMPAIGN124159,8446,250,1.692
Meta Ads,2022-08-28,CAMPAIGN124159,4019,134,1.088
Meta Ads,2022-08-29,CAMPAIGN124159,3102,139,1.116
Meta Ads,2022-08-30,CAMPAIGN124159,3022,127,1.122
Meta Ads,2022-08-31,CAMPAIGN124159,2815,112,0.858
Meta Ads,2022-09-01,CAMPAIGN124159,1084,45,0.36
Meta Ads,2022-09-02,CAMPAIGN124159,997,41,0.348
Meta Ads,2022-09-03,CAMPAIGN124159,450,13,0.128
Meta Ads,2022-09-04,CAMPAIGN124159,306,20,0.09
Meta Ads,2022-09-05,CAMPAIGN124159,288,5,0.064
Meta Ads,2022-09-06,CAMPAIGN124159,29,0,0.004
Meta Ads,2022-09-07,CAMPAIGN124159,27,0,0.004
Meta Ads,2022-09-08,CAMPAIGN124159,18,1,0.0
Meta Ads,2022-09-09,CAMPAIGN124094,430071,8549,119.68
Meta Ads,2022-09-10,CAMPAIGN124094,172252,2653,35.262
Meta Ads,2022-09-11,CAMPAIGN124094,43974,773,10.498
Meta Ads,2022-09-12,CAMPAIGN124094,25750,337,5.022
Meta Ads,2022-09-13,CAMPAIGN124094,17630,237,3.538
Meta Ads,2022-09-14,CAMPAIGN123483,2057255,5522,290.3259994
Meta Ads,2022-09-15,CAMPAIGN123483,117550,428,30.1
Meta Ads,2022-09-16,CAMPAIGN123483,72932,274,20.634
Meta Ads,2022-09-17,CAMPAIGN123483,49130,199,18.7279994
Meta Ads,2022-09-18,CAMPAIGN123483,7469,27,3.9140002
Meta Ads,2022-09-19,CAMPAIGN123483,6945,18,5.058
Meta Ads,2022-09-20,CAMPAIGN123214,6856183,16705,785.14
Meta Ads,2022-09-21,CAMPAIGN123214,445492,1091,77.9380004
Meta Ads,2022-09-22,CAMPAIGN123214,308049,1109,65.8459996
Meta Ads,2022-09-23,CAMPAIGN123214,33905,106,9.63
Meta Ads,2022-09-24,CAMPAIGN123214,8243,39,3.802
Meta Ads,2022-09-25,CAMPAIGN123214,6494,33,2.844
Meta Ads,2022-09-26,CAMPAIGN124227,283777,338,38.532
Meta Ads,2022-09-27,CAMPAIGN124227,86998,131,24.034
Meta Ads,2022-09-28,CAMPAIGN124227,36710,73,8.09
Meta Ads,2022-09-29,CAMPAIGN124227,8866,16,4.702
Meta Ads,2022-09-30,CAMPAIGN124227,3802,4,2.66
Meta Ads,2022-10-01,CAMPAIGN124227,2365,3,1.57
Meta Ads,2022-10-02,CAMPAIGN124000,539471,1226,83.9320002
Meta Ads,2022-10-03,CAMPAIGN124000,43076,114,10.88
Meta Ads,2022-10-04,CAMPAIGN124000,26511,64,7.226
Meta Ads,2022-10-05,CAMPAIGN124000,6987,25,4.4000002
Meta Ads,2022-10-06,CAMPAIGN124000,2499,4,1.496
Meta Ads,2022-10-07,CAMPAIGN124000,1274,3,0.806
Meta Ads,2022-10-08,CAMPAIGN123502,1976345,4421,210.0339992
Meta Ads,2022-10-09,CAMPAIGN123502,101766,267,14.778
Meta Ads,2022-10-10,CAMPAIGN123502,59236,176,11.362
Meta Ads,2022-10-11,CAMPAIGN123502,883,2,0.178
Meta Ads,2022-10-12,CAMPAIGN123502,304,1,0.06
Meta Ads,2022-10-13,CAMPAIGN123502,247,0,0.082
Meta Ads,2022-10-14,CAMPAIGN123470,2135064,4735,206.4560004
Meta Ads,2022-10-15,CAMPAIGN123470,164506,474,21.7660002
Meta Ads,2022-10-16,CAMPAIGN123470,115413,342,19.092
Meta Ads,2022-10-17,CAMPAIGN123470,503,2,0.146
Meta Ads,2022-10-18,CAMPAIGN123470,148,0,0.044
Meta Ads,2022-10-19,CAMPAIGN123470,105,0,0.036
Meta Ads,2022-10-20,CAMPAIGN124079,443703,235,28.8
Meta Ads,2022-10-21,CAMPAIGN123723,1069780,679,73.3999998
Meta Ads,2022-10-22,CAMPAIGN123782,894915,655,61.736
Meta Ads,2022-10-23,CAMPAIGN123782,600877,363,40.664
Meta Ads,2022-10-24,CAMPAIGN123812,831420,659,58.49
Meta Ads,2022-10-25,CAMPAIGN123812,408791,268,28.51
Meta Ads,2022-10-26,CAMPAIGN123793,872388,3326,193.1999992
Meta Ads,2022-10-27,CAMPAIGN123793,368362,3873,108.852
Meta Ads,2022-10-28,CAMPAIGN123793,255724,2587,71.416
Meta Ads,2022-10-29,CAMPAIGN123793,32736,460,12.932
Meta Ads,2022-10-30,CAMPAIGN123285,4699778,62657,1323.156
Meta Ads,2022-10-31,CAMPAIGN123285,281564,2403,53.14
Meta Ads,2022-11-01,CAMPAIGN123285,217505,3114,112.904
Meta Ads,2022-11-02,CAMPAIGN123244,5748078,15480,4494.979999
Meta Ads,2022-11-03,CAMPAIGN123244,955934,6887,747.5279998
Meta Ads,2022-11-04,CAMPAIGN123244,353884,645,276.7299998
Meta Ads,2022-11-05,CAMPAIGN123244,334877,3500,261.86
Meta Ads,2022-11-06,CAMPAIGN123244,324345,3199,253.6280004
Meta Ads,2022-11-07,CAMPAIGN123244,103781,359,81.148
Meta Ads,2022-11-08,CAMPAIGN123244,84557,270,66.1119994
Meta Ads,2022-11-09,CAMPAIGN123244,15590,29,12.18
Meta Ads,2022-11-10,CAMPAIGN123233,6151933,11283,4638.543998
Meta Ads,2022-11-11,CAMPAIGN123233,1789519,5469,1349.284
Meta Ads,2022-11-12,CAMPAIGN123233,366427,658,276.2779998
Meta Ads,2022-11-13,CAMPAIGN123233,170852,800,128.8120002
Meta Ads,2022-11-14,CAMPAIGN123233,134856,857,101.674
Meta Ads,2022-11-15,CAMPAIGN123233,117761,263,88.7819992
Meta Ads,2022-11-16,CAMPAIGN123233,57830,107,43.596
Meta Ads,2022-11-17,CAMPAIGN123233,18173,32,13.694
Meta Ads,2022-11-18,CAMPAIGN123152,14370112,95501,7846.067999
Meta Ads,2022-11-19,CAMPAIGN123152,3044355,29841,1662.208001
Meta Ads,2022-11-20,CAMPAIGN123152,1220457,4703,666.3579998
Meta Ads,2022-11-21,CAMPAIGN123152,1019349,15066,556.556001
Meta Ads,2022-11-22,CAMPAIGN123152,760927,7559,415.454
Meta Ads,2022-11-23,CAMPAIGN123152,481700,5150,262.9959994
Meta Ads,2022-11-24,CAMPAIGN123152,324893,4883,177.3799998
Meta Ads,2022-11-25,CAMPAIGN123152,61784,904,33.722
Meta Ads,2022-11-26,CAMPAIGN124280,226549,3385,31.624
Meta Ads,2022-11-27,CAMPAIGN124280,68551,1106,9.59
Meta Ads,2022-11-28,CAMPAIGN124124,393966,3606,249.754
Meta Ads,2022-11-29,CAMPAIGN124124,326691,2176,207.0980004
Meta Ads,2022-11-30,CAMPAIGN124124,163977,525,103.9499998
Meta Ads,2022-12-01,CAMPAIGN124124,77504,400,49.1240002
Meta Ads,2022-12-02,CAMPAIGN124124,36926,1024,23.4020002
Meta Ads,2022-12-03,CAMPAIGN124124,36293,266,23.002
Meta Ads,2022-12-04,CAMPAIGN124124,15404,108,9.754
Meta Ads,2022-12-05,CAMPAIGN124124,7159,25,4.532
Meta Ads,2022-12-06,CAMPAIGN123762,963571,10854,458.644
Meta Ads,2022-12-07,CAMPAIGN123762,442159,3879,210.4520002
Meta Ads,2022-12-08,CAMPAIGN123762,391675,2630,186.42
Meta Ads,2022-12-09,CAMPAIGN123762,101101,973,48.11
Meta Ads,2022-12-10,CAMPAIGN123762,94532,589,44.986
Meta Ads,2022-12-11,CAMPAIGN123762,63008,1792,29.984
Meta Ads,2022-12-12,CAMPAIGN123762,33819,283,16.088
Meta Ads,2022-12-13,CAMPAIGN123762,9518,78,4.522
Meta Ads,2022-12-14,CAMPAIGN123795,866452,5886,374.2920002
Meta Ads,2022-12-15,CAMPAIGN123795,697400,5454,301.2580002
Meta Ads,2022-12-16,CAMPAIGN123795,442233,3839,191.026
Meta Ads,2022-12-17,CAMPAIGN123795,324987,1783,140.3839998
Meta Ads,2022-12-18,CAMPAIGN123795,122938,3359,53.102
Meta Ads,2022-12-19,CAMPAIGN123795,120270,1019,51.948
Meta Ads,2022-12-20,CAMPAIGN123795,48531,322,20.956
Meta Ads,2022-12-21,CAMPAIGN123795,11781,82,5.078
Meta Ads,2022-12-22,CAMPAIGN123872,714616,9501,620.264
Meta Ads,2022-12-23,CAMPAIGN123872,281236,2150,244.078
Meta Ads,2022-12-24,CAMPAIGN123872,239745,3394,208.0740002
Meta Ads,2022-12-25,CAMPAIGN123872,109920,997,95.392
Meta Ads,2022-12-26,CAMPAIGN123872,108502,599,94.158
Meta Ads,2022-12-27,CAMPAIGN123872,84217,2368,73.078
Meta Ads,2022-12-28,CAMPAIGN123872,21085,215,18.28
Meta Ads,2022-12-29,CAMPAIGN123872,12923,84,11.206
Meta Ads,2022-12-30,CAMPAIGN123192,7767383,100539,1389.373999
Meta Ads,2022-12-31,CAMPAIGN123192,2454465,35165,449.0919994
Meta Ads,2022-01-01,CAMPAIGN123192,185186,2218,41.1220004
Meta Ads,2022-01-02,CAMPAIGN123521,1884052,18877,631.5699996
Meta Ads,2022-01-03,CAMPAIGN123521,781657,8550,262.754001
Meta Ads,2022-01-04,CAMPAIGN123521,48841,516,15.676
Meta Ads,2022-01-05,CAMPAIGN123521,11579,91,4.55
Meta Ads,2022-01-06,CAMPAIGN123521,9960,76,3.752
Meta Ads,2022-01-07,CAMPAIGN124194,313636,1791,76.69
Meta Ads,2022-01-08,CAMPAIGN124194,228447,1851,44.194
Meta Ads,2022-01-09,CAMPAIGN124194,147015,1662,42.502
Meta Ads,2022-01-10,CAMPAIGN124194,114195,815,30.0139998
Meta Ads,2022-01-11,CAMPAIGN123749,998367,1576,168.41
Meta Ads,2022-01-12,CAMPAIGN123749,451407,1038,75.7859998
Meta Ads,2022-01-13,CAMPAIGN123749,184127,506,31.196
Meta Ads,2022-01-14,CAMPAIGN123749,118505,322,14.808
Meta Ads,2022-01-15,CAMPAIGN123609,1468223,7657,169.1640006
Meta Ads,2022-01-16,CAMPAIGN123609,1457696,7504,121.37
Meta Ads,2022-01-17,CAMPAIGN123609,612662,2945,61.056
Meta Ads,2022-01-18,CAMPAIGN123609,370179,1570,29.21
Meta Ads,2022-01-19,CAMPAIGN123430,2462151,5860,203.8319998
Meta Ads,2022-01-20,CAMPAIGN123430,1494190,1239,101.782
Meta Ads,2022-01-21,CAMPAIGN123430,1188224,3467,96.8080002
Meta Ads,2022-01-22,CAMPAIGN123430,1158588,3384,81.178
Meta Ads,2022-01-23,CAMPAIGN123761,964927,3695,132.186
Meta Ads,2022-01-24,CAMPAIGN123761,547196,3424,70.608
Meta Ads,2022-01-25,CAMPAIGN123761,451210,2625,46.4240002
Meta Ads,2022-01-26,CAMPAIGN123761,439812,2079,44.782
Meta Ads,2022-01-27,CAMPAIGN123309,4206760,10772,325.21
Meta Ads,2022-01-28,CAMPAIGN123309,2266849,9089,131.8920004
Meta Ads,2022-01-29,CAMPAIGN123309,910409,3840,65.006
Meta Ads,2022-01-30,CAMPAIGN123309,837355,3483,49.092
Meta Ads,2022-01-31,CAMPAIGN124458,78239,2127,22.844
Meta Ads,2022-02-01,CAMPAIGN124458,55304,1532,15.236
Meta Ads,2022-02-02,CAMPAIGN124458,28477,569,6.328
Meta Ads,2022-02-03,CAMPAIGN124458,25694,280,14.578
Meta Ads,2022-02-04,CAMPAIGN124458,15254,312,4.46
Meta Ads,2022-02-05,CAMPAIGN124458,13251,176,7.564
Meta Ads,2022-02-06,CAMPAIGN124458,12045,267,3.412
Meta Ads,2022-02-07,CAMPAIGN124458,9487,238,2.918
Meta Ads,2022-02-08,CAMPAIGN124458,9109,93,4.07
Meta Ads,2022-02-09,CAMPAIGN124458,8124,110,3.168
Meta Ads,2022-02-10,CAMPAIGN124458,5296,72,2.414
Meta Ads,2022-02-11,CAMPAIGN124458,3161,54,1.044
Meta Ads,2022-02-12,CAMPAIGN124458,2961,23,0.992
Meta Ads,2022-02-13,CAMPAIGN124458,2803,56,0.612
Meta Ads,2022-02-14,CAMPAIGN124458,1595,10,0.784
Meta Ads,2022-02-15,CAMPAIGN124458,1258,10,0.538
Meta Ads,2022-02-16,CAMPAIGN124458,1155,27,0.302
Meta Ads,2022-02-17,CAMPAIGN124458,897,7,0.336
Meta Ads,2022-02-18,CAMPAIGN124451,83009,2947,30.246
Meta Ads,2022-02-19,CAMPAIGN124451,63925,2086,23.364
Meta Ads,2022-02-20,CAMPAIGN124451,31477,703,10.34
Meta Ads,2022-02-21,CAMPAIGN124451,25333,332,13.862
Meta Ads,2022-02-22,CAMPAIGN124451,22991,274,8.878
Meta Ads,2022-02-23,CAMPAIGN124451,21761,260,10.812
Meta Ads,2022-02-24,CAMPAIGN124451,19075,525,5.846
Meta Ads,2022-02-25,CAMPAIGN124451,12797,397,4.94
Meta Ads,2022-02-26,CAMPAIGN124451,11851,113,4.94
Meta Ads,2022-02-27,CAMPAIGN124451,10970,153,3.984
Meta Ads,2022-02-28,CAMPAIGN124451,8141,120,3.504
Meta Ads,2022-03-01,CAMPAIGN124451,5850,193,2.426
Meta Ads,2022-03-01,CAMPAIGN124451,3760,85,1.15
Meta Ads,2022-03-02,CAMPAIGN124451,2807,86,1.346
Meta Ads,2022-03-03,CAMPAIGN124451,2265,17,1.046
Meta Ads,2022-03-04,CAMPAIGN124451,1952,15,0.786
Meta Ads,2022-03-05,CAMPAIGN124451,1218,9,0.426
Meta Ads,2022-03-06,CAMPAIGN124451,840,23,0.304
Meta Ads,2022-03-07,CAMPAIGN124131,379458,14863,118.08
Meta Ads,2022-03-08,CAMPAIGN124131,341399,13300,104.05
Meta Ads,2022-03-09,CAMPAIGN124131,109875,2117,64.542
Meta Ads,2022-03-10,CAMPAIGN124131,92034,2629,26.114
Meta Ads,2022-03-11,CAMPAIGN124131,68656,2278,16.47
Meta Ads,2022-03-12,CAMPAIGN124131,56445,1031,20.394
Meta Ads,2022-03-13,CAMPAIGN124131,49497,1556,13.752
Meta Ads,2022-03-14,CAMPAIGN124131,41187,682,19.364
Meta Ads,2022-03-15,CAMPAIGN124131,37725,703,21.512
Meta Ads,2022-03-16,CAMPAIGN124131,27665,387,10.05
Meta Ads,2022-03-17,CAMPAIGN124131,25843,503,12.384
Meta Ads,2022-03-18,CAMPAIGN124131,24333,854,8.412
Meta Ads,2022-03-19,CAMPAIGN124131,15368,277,5.91
Meta Ads,2022-03-20,CAMPAIGN124131,12910,240,4.184
Meta Ads,2022-03-21,CAMPAIGN124131,10492,137,3.952
Meta Ads,2022-03-22,CAMPAIGN124131,8748,343,3.252
Meta Ads,2022-03-23,CAMPAIGN124131,6426,160,1.556
Meta Ads,2022-03-24,CAMPAIGN124131,5533,104,2.298
Meta Ads,2022-03-25,CAMPAIGN124131,5260,100,2.47
Meta Ads,2022-03-26,CAMPAIGN124131,5157,88,2.394
Meta Ads,2022-03-27,CAMPAIGN124131,3841,57,1.634
Meta Ads,2022-03-28,CAMPAIGN124131,3320,56,1.672
Meta Ads,2022-03-29,CAMPAIGN124131,1374,33,0.7
Meta Ads,2022-03-30,CAMPAIGN124131,1283,42,0.376
Meta Ads,2022-03-31,CAMPAIGN124131,1236,17,0.454
Meta Ads,2022-04-01,CAMPAIGN124131,940,12,0.42
Meta Ads,2022-04-02,CAMPAIGN124131,646,5,0.24
Meta Ads,2022-04-03,CAMPAIGN124131,435,0,0.18
Meta Ads,2022-04-04,CAMPAIGN124131,368,2,0.17
Meta Ads,2022-04-05,CAMPAIGN124131,287,3,0.148
Meta Ads,2022-04-06,CAMPAIGN124131,269,3,0.124
Meta Ads,2022-04-07,CAMPAIGN124131,258,5,0.166
Meta Ads,2022-04-08,CAMPAIGN124131,117,1,0.058
